0.003762,0.003780,0.003835,0.003926,0.004054,0.004218,0.004419,0.004655,0.004929,0.005238,0.005583,0.005964,0.006380,0.006831,0.007316,0.007835,0.008386,0.008969,0.009582,0.010224,0.010894,0.011588,0.012307,0.013046,0.013804,0.014578,0.015364,0.016161,0.016964,0.017771,0.018576,0.019378,0.020171,0.020951,0.021715,0.022459,0.023178,0.023869,0.024526,0.025148,0.025729,0.026267,0.026758,0.027198,0.027586,0.027918,0.028193,0.028409,0.028564,0.028658,0.028689,0.028658,0.028564,0.028409,0.028193,0.027918,0.027586,0.027198,0.026758,0.026267,0.025729,0.025148,0.024526,0.023869,0.023178,0.022459,0.021715,0.020951,0.020171,0.019378,0.018576,0.017771,0.016964,0.016161,0.015364,0.014578,0.013804,0.013046,0.012307,0.011588,0.010894,0.010224,0.009582,0.008969,0.008386,0.007835,0.007316,0.006831,0.006380,0.005964,0.005583,0.005238,0.004929,0.004655,0.004419,0.004218,0.004054,0.003926,0.003835,0.003780
0.003515,0.003532,0.003583,0.003668,0.003787,0.003941,0.004128,0.004349,0.004604,0.004893,0.005216,0.005572,0.005961,0.006382,0.006835,0.007320,0.007835,0.008379,0.008952,0.009552,0.010178,0.010827,0.011498,0.012189,0.012897,0.013620,0.014355,0.015099,0.015850,0.016603,0.017356,0.018105,0.018846,0.019575,0.020289,0.020984,0.021656,0.022301,0.022916,0.023496,0.024039,0.024542,0.025000,0.025412,0.025774,0.026085,0.026342,0.026543,0.026688,0.026776,0.026805,0.026776,0.026688,0.026543,0.026342,0.026085,0.025774,0.025412,0.025000,0.024542,0.024039,0.023496,0.022916,0.022301,0.021656,0.020984,0.020289,0.019575,0.018846,0.018105,0.017356,0.016603,0.015850,0.015099,0.014355,0.013620,0.012897,0.012189,0.011498,0.010827,0.010178,0.009552,0.008952,0.008379,0.007835,0.007320,0.006835,0.006382,0.005961,0.005572,0.005216,0.004893,0.004604,0.004349,0.004128,0.003941,0.003787,0.003668,0.003583,0.003532
0.003282,0.003298,0.003345,0.003425,0.003536,0.003679,0.003854,0.004061,0.004299,0.004569,0.004870,0.005203,0.005566,0.005959,0.006383,0.006835,0.007316,0.007825,0.008360,0.008920,0.009504,0.010110,0.010737,0.011382,0.012043,0.012719,0.013405,0.014100,0.014801,0.015505,0.016208,0.016907,0.017599,0.018280,0.018947,0.019596,0.020223,0.020826,0.021400,0.021942,0.022449,0.022919,0.023347,0.023731,0.024069,0.024360,0.024600,0.024788,0.024923,0.025005,0.025032,0.025005,0.024923,0.024788,0.024600,0.024360,0.024069,0.023731,0.023347,0.022919,0.022449,0.021942,0.021400,0.020826,0.020223,0.019596,0.018947,0.018280,0.017599,0.016907,0.016208,0.015505,0.014801,0.014100,0.013405,0.012719,0.012043,0.011382,0.010737,0.010110,0.009504,0.008920,0.008360,0.007825,0.007316,0.006835,0.006383,0.005959,0.005566,0.005203,0.004870,0.004569,0.004299,0.004061,0.003854,0.003679,0.003536,0.003425,0.003345,0.003298
0.003064,0.003079,0.003123,0.003198,0.003302,0.003435,0.003599,0.003792,0.004014,0.004266,0.004547,0.004858,0.005197,0.005564,0.005959,0.006382,0.006831,0.007306,0.007805,0.008329,0.008874,0.009440,0.010025,0.010628,0.011245,0.011876,0.012517,0.013166,0.013820,0.014477,0.015134,0.015787,0.016433,0.017069,0.017691,0.018297,0.018883,0.019446,0.019982,0.020488,0.020962,0.021400,0.021800,0.022159,0.022475,0.022746,0.022970,0.023146,0.023272,0.023348,0.023374,0.023348,0.023272,0.023146,0.022970,0.022746,0.022475,0.022159,0.021800,0.021400,0.020962,0.020488,0.019982,0.019446,0.018883,0.018297,0.017691,0.017069,0.016433,0.015787,0.015134,0.014477,0.013820,0.013166,0.012517,0.011876,0.011245,0.010628,0.010025,0.009440,0.008874,0.008329,0.007805,0.007306,0.006831,0.006382,0.005959,0.005564,0.005197,0.004858,0.004547,0.004266,0.004014,0.003792,0.003599,0.003435,0.003302,0.003198,0.003123,0.003079
0.002861,0.002875,0.002917,0.002986,0.003083,0.003208,0.003361,0.003541,0.003749,0.003984,0.004247,0.004537,0.004853,0.005197,0.005566,0.005961,0.006380,0.006824,0.007290,0.007779,0.008288,0.008817,0.009364,0.009926,0.010503,0.011092,0.011691,0.012297,0.012908,0.013522,0.014135,0.014745,0.015349,0.015943,0.016524,0.017090,0.017638,0.018163,0.018664,0.019137,0.019580,0.019989,0.020362,0.020698,0.020993,0.021246,0.021455,0.021619,0.021737,0.021808,0.021832,0.021808,0.021737,0.021619,0.021455,0.021246,0.020993,0.020698,0.020362,0.019989,0.019580,0.019137,0.018664,0.018163,0.017638,0.017090,0.016524,0.015943,0.015349,0.014745,0.014135,0.013522,0.012908,0.012297,0.011691,0.011092,0.010503,0.009926,0.009364,0.008817,0.008288,0.007779,0.007290,0.006824,0.006380,0.005961,0.005566,0.005197,0.004853,0.004537,0.004247,0.003984,0.003749,0.003541,0.003361,0.003208,0.003083,0.002986,0.002917,0.002875
0.002675,0.002687,0.002726,0.002791,0.002882,0.002999,0.003141,0.003310,0.003504,0.003724,0.003970,0.004241,0.004537,0.004858,0.005203,0.005572,0.005964,0.006379,0.006815,0.007272,0.007748,0.008242,0.008753,0.009279,0.009818,0.010369,0.010929,0.011496,0.012067,0.012641,0.013214,0.013784,0.014348,0.014904,0.015447,0.015977,0.016488,0.016980,0.017448,0.017890,0.018304,0.018686,0.019035,0.019349,0.019625,0.019861,0.020057,0.020211,0.020321,0.020388,0.020410,0.020388,0.020321,0.020211,0.020057,0.019861,0.019625,0.019349,0.019035,0.018686,0.018304,0.017890,0.017448,0.016980,0.016488,0.015977,0.015447,0.014904,0.014348,0.013784,0.013214,0.012641,0.012067,0.011496,0.010929,0.010369,0.009818,0.009279,0.008753,0.008242,0.007748,0.007272,0.006815,0.006379,0.005964,0.005572,0.005203,0.004858,0.004537,0.004241,0.003970,0.003724,0.003504,0.003310,0.003141,0.002999,0.002882,0.002791,0.002726,0.002687
0.002504,0.002516,0.002552,0.002613,0.002698,0.002807,0.002941,0.003098,0.003280,0.003486,0.003716,0.003970,0.004247,0.004547,0.004870,0.005216,0.005583,0.005971,0.006380,0.006807,0.007253,0.007716,0.008194,0.008687,0.009192,0.009707,0.010231,0.010762,0.011297,0.011834,0.012371,0.012905,0.013433,0.013953,0.014462,0.014957,0.015436,0.015896,0.016335,0.016749,0.017136,0.017494,0.017821,0.018115,0.018373,0.018594,0.018778,0.018921,0.019025,0.019087,0.019108,0.019087,0.019025,0.018921,0.018778,0.018594,0.018373,0.018115,0.017821,0.017494,0.017136,0.016749,0.016335,0.015896,0.015436,0.014957,0.014462,0.013953,0.013433,0.012905,0.012371,0.011834,0.011297,0.010762,0.010231,0.009707,0.009192,0.008687,0.008194,0.007716,0.007253,0.006807,0.006380,0.005971,0.005583,0.005216,0.004870,0.004547,0.004247,0.003970,0.003716,0.003486,0.003280,0.003098,0.002941,0.002807,0.002698,0.002613,0.002552,0.002516
0.002349,0.002360,0.002394,0.002451,0.002531,0.002633,0.002759,0.002907,0.003077,0.003271,0.003486,0.003724,0.003984,0.004266,0.004569,0.004893,0.005238,0.005602,0.005985,0.006386,0.006805,0.007239,0.007688,0.008150,0.008624,0.009107,0.009599,0.010097,0.010599,0.011103,0.011607,0.012107,0.012603,0.013091,0.013569,0.014033,0.014483,0.014915,0.015326,0.015714,0.016078,0.016414,0.016720,0.016996,0.017238,0.017446,0.017618,0.017753,0.017850,0.017908,0.017928,0.017908,0.017850,0.017753,0.017618,0.017446,0.017238,0.016996,0.016720,0.016414,0.016078,0.015714,0.015326,0.014915,0.014483,0.014033,0.013569,0.013091,0.012603,0.012107,0.011607,0.011103,0.010599,0.010097,0.009599,0.009107,0.008624,0.008150,0.007688,0.007239,0.006805,0.006386,0.005985,0.005602,0.005238,0.004893,0.004569,0.004266,0.003984,0.003724,0.003486,0.003271,0.003077,0.002907,0.002759,0.002633,0.002531,0.002451,0.002394,0.002360
0.002210,0.002220,0.002253,0.002306,0.002381,0.002478,0.002596,0.002735,0.002895,0.003077,0.003280,0.003504,0.003749,0.004014,0.004299,0.004604,0.004929,0.005271,0.005632,0.006009,0.006403,0.006812,0.007234,0.007669,0.008115,0.008570,0.009033,0.009501,0.009974,0.010448,0.010922,0.011393,0.011859,0.012319,0.012768,0.013206,0.013629,0.014035,0.014422,0.014787,0.015129,0.015446,0.015734,0.015994,0.016222,0.016417,0.016579,0.016706,0.016797,0.016852,0.016871,0.016852,0.016797,0.016706,0.016579,0.016417,0.016222,0.015994,0.015734,0.015446,0.015129,0.014787,0.014422,0.014035,0.013629,0.013206,0.012768,0.012319,0.011859,0.011393,0.010922,0.010448,0.009974,0.009501,0.009033,0.008570,0.008115,0.007669,0.007234,0.006812,0.006403,0.006009,0.005632,0.005271,0.004929,0.004604,0.004299,0.004014,0.003749,0.003504,0.003280,0.003077,0.002895,0.002735,0.002596,0.002478,0.002381,0.002306,0.002253,0.002220
0.002087,0.002097,0.002128,0.002178,0.002249,0.002340,0.002452,0.002583,0.002735,0.002907,0.003098,0.003310,0.003541,0.003792,0.004061,0.004349,0.004655,0.004979,0.005320,0.005676,0.006048,0.006434,0.006833,0.007244,0.007665,0.008095,0.008532,0.008975,0.009421,0.009869,0.010317,0.010762,0.011203,0.011637,0.012061,0.012474,0.012874,0.013258,0.013623,0.013969,0.014292,0.014591,0.014863,0.015108,0.015324,0.015508,0.015661,0.015781,0.015867,0.015919,0.015937,0.015919,0.015867,0.015781,0.015661,0.015508,0.015324,0.015108,0.014863,0.014591,0.014292,0.013969,0.013623,0.013258,0.012874,0.012474,0.012061,0.011637,0.011203,0.010762,0.010317,0.009869,0.009421,0.008975,0.008532,0.008095,0.007665,0.007244,0.006833,0.006434,0.006048,0.005676,0.005320,0.004979,0.004655,0.004349,0.004061,0.003792,0.003541,0.003310,0.003098,0.002907,0.002735,0.002583,0.002452,0.002340,0.002249,0.002178,0.002128,0.002097
0.001981,0.001990,0.002019,0.002067,0.002135,0.002221,0.002327,0.002452,0.002596,0.002759,0.002941,0.003141,0.003361,0.003599,0.003854,0.004128,0.004419,0.004726,0.005049,0.005388,0.005741,0.006107,0.006486,0.006876,0.007275,0.007683,0.008098,0.008519,0.008942,0.009368,0.009792,0.010215,0.010633,0.011045,0.011448,0.011840,0.012220,0.012584,0.012931,0.013259,0.013566,0.013849,0.014108,0.014340,0.014545,0.014720,0.014865,0.014979,0.015061,0.015110,0.015127,0.015110,0.015061,0.014979,0.014865,0.014720,0.014545,0.014340,0.014108,0.013849,0.013566,0.013259,0.012931,0.012584,0.012220,0.011840,0.011448,0.011045,0.010633,0.010215,0.009792,0.009368,0.008942,0.008519,0.008098,0.007683,0.007275,0.006876,0.006486,0.006107,0.005741,0.005388,0.005049,0.004726,0.004419,0.004128,0.003854,0.003599,0.003361,0.003141,0.002941,0.002759,0.002596,0.002452,0.002327,0.002221,0.002135,0.002067,0.002019,0.001990
0.001891,0.001900,0.001927,0.001973,0.002038,0.002120,0.002221,0.002340,0.002478,0.002633,0.002807,0.002999,0.003208,0.003435,0.003679,0.003941,0.004218,0.004511,0.004820,0.005143,0.005480,0.005830,0.006192,0.006564,0.006945,0.007335,0.007731,0.008132,0.008537,0.008943,0.009349,0.009752,0.010151,0.010544,0.010929,0.011304,0.011666,0.012014,0.012345,0.012658,0.012951,0.013222,0.013469,0.013691,0.013886,0.014053,0.014192,0.014300,0.014379,0.014426,0.014441,0.014426,0.014379,0.014300,0.014192,0.014053,0.013886,0.013691,0.013469,0.013222,0.012951,0.012658,0.012345,0.012014,0.011666,0.011304,0.010929,0.010544,0.010151,0.009752,0.009349,0.008943,0.008537,0.008132,0.007731,0.007335,0.006945,0.006564,0.006192,0.005830,0.005480,0.005143,0.004820,0.004511,0.004218,0.003941,0.003679,0.003435,0.003208,0.002999,0.002807,0.002633,0.002478,0.002340,0.002221,0.002120,0.002038,0.001973,0.001927,0.001900
0.001817,0.001826,0.001852,0.001896,0.001958,0.002038,0.002135,0.002249,0.002381,0.002531,0.002698,0.002882,0.003083,0.003302,0.003536,0.003787,0.004054,0.004336,0.004633,0.004943,0.005267,0.005603,0.005951,0.006309,0.006675,0.007050,0.007431,0.007816,0.008205,0.008595,0.008985,0.009373,0.009757,0.010135,0.010505,0.010865,0.011213,0.011547,0.011865,0.012166,0.012448,0.012708,0.012945,0.013159,0.013346,0.013507,0.013640,0.013745,0.013820,0.013865,0.013880,0.013865,0.013820,0.013745,0.013640,0.013507,0.013346,0.013159,0.012945,0.012708,0.012448,0.012166,0.011865,0.011547,0.011213,0.010865,0.010505,0.010135,0.009757,0.009373,0.008985,0.008595,0.008205,0.007816,0.007431,0.007050,0.006675,0.006309,0.005951,0.005603,0.005267,0.004943,0.004633,0.004336,0.004054,0.003787,0.003536,0.003302,0.003083,0.002882,0.002698,0.002531,0.002381,0.002249,0.002135,0.002038,0.001958,0.001896,0.001852,0.001826
0.001760,0.001768,0.001794,0.001837,0.001896,0.001973,0.002067,0.002178,0.002306,0.002451,0.002613,0.002791,0.002986,0.003198,0.003425,0.003668,0.003926,0.004199,0.004487,0.004788,0.005101,0.005427,0.005764,0.006110,0.006465,0.006828,0.007197,0.007570,0.007947,0.008325,0.008703,0.009078,0.009450,0.009816,0.010174,0.010523,0.010860,0.011184,0.011492,0.011784,0.012056,0.012308,0.012538,0.012745,0.012927,0.013083,0.013212,0.013313,0.013386,0.013429,0.013444,0.013429,0.013386,0.013313,0.013212,0.013083,0.012927,0.012745,0.012538,0.012308,0.012056,0.011784,0.011492,0.011184,0.010860,0.010523,0.010174,0.009816,0.009450,0.009078,0.008703,0.008325,0.007947,0.007570,0.007197,0.006828,0.006465,0.006110,0.005764,0.005427,0.005101,0.004788,0.004487,0.004199,0.003926,0.003668,0.003425,0.003198,0.002986,0.002791,0.002613,0.002451,0.002306,0.002178,0.002067,0.001973,0.001896,0.001837,0.001794,0.001768
0.001719,0.001727,0.001752,0.001794,0.001852,0.001927,0.002019,0.002128,0.002253,0.002394,0.002552,0.002726,0.002917,0.003123,0.003345,0.003583,0.003835,0.004102,0.004383,0.004676,0.004983,0.005301,0.005630,0.005968,0.006315,0.006670,0.007030,0.007395,0.007762,0.008132,0.008501,0.008868,0.009231,0.009588,0.009938,0.010279,0.010608,0.010924,0.011226,0.011510,0.011777,0.012023,0.012248,0.012449,0.012627,0.012779,0.012905,0.013004,0.013075,0.013118,0.013132,0.013118,0.013075,0.013004,0.012905,0.012779,0.012627,0.012449,0.012248,0.012023,0.011777,0.011510,0.011226,0.010924,0.010608,0.010279,0.009938,0.009588,0.009231,0.008868,0.008501,0.008132,0.007762,0.007395,0.007030,0.006670,0.006315,0.005968,0.005630,0.005301,0.004983,0.004676,0.004383,0.004102,0.003835,0.003583,0.003345,0.003123,0.002917,0.002726,0.002552,0.002394,0.002253,0.002128,0.002019,0.001927,0.001852,0.001794,0.001752,0.001727
0.001694,0.001702,0.001727,0.001768,0.001826,0.001900,0.001990,0.002097,0.002220,0.002360,0.002516,0.002687,0.002875,0.003079,0.003298,0.003532,0.003780,0.004043,0.004320,0.004610,0.004912,0.005225,0.005549,0.005883,0.006225,0.006575,0.006930,0.007289,0.007652,0.008016,0.008380,0.008741,0.009099,0.009452,0.009797,0.010132,0.010457,0.010769,0.011066,0.011346,0.011609,0.011852,0.012073,0.012272,0.012447,0.012597,0.012721,0.012819,0.012889,0.012931,0.012945,0.012931,0.012889,0.012819,0.012721,0.012597,0.012447,0.012272,0.012073,0.011852,0.011609,0.011346,0.011066,0.010769,0.010457,0.010132,0.009797,0.009452,0.009099,0.008741,0.008380,0.008016,0.007652,0.007289,0.006930,0.006575,0.006225,0.005883,0.005549,0.005225,0.004912,0.004610,0.004320,0.004043,0.003780,0.003532,0.003298,0.003079,0.002875,0.002687,0.002516,0.002360,0.002220,0.002097,0.001990,0.001900,0.001826,0.001768,0.001727,0.001702
